ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS
5014985,M,Y,N,0,27000.0,Pensioner,Lower secondary,Single / not married,House / apartment,-11898,365243,1,0,0,0,Accountants,1
5014986,M,N,Y,0,105600.0,Commercial associate,Secondary / secondary special,Married,Office apartment,-8326,-1755,1,0,0,1,nan,2
5014987,F,N,Y,0,120800.0,Working,Higher education,Married,With parents,-18217,-38,1,0,0,0,Laborers,2
5014988,M,Y,Y,0,37100.0,Working,Higher education,Married,House / apartment,-18097,-3300,1,0,0,0,High skill tech staff,2
5014989,F,N,N,4,104000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-12536,365243,1,0,1,0,Medicine staff,6
5014990,F,N,Y,1,84800.0,Working,Lower secondary,Civil marriage,House / apartment,-10784,-251,1,1,1,1,High skill tech staff,3
5014991,M,N,N,1,76800.0,Working,Secondary / secondary special,Married,House / apartment,-23757,-4277,1,0,1,0,Core staff,3
5014992,M,Y,N,0,59600.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-22644,-6905,1,0,0,0,Security staff,2
5014993,M,N,N,0,54900.0,Working,Higher education,Civil marriage,House / apartment,-16846,-2161,1,1,0,0,nan,2
5014994,F,N,Y,0,27000.0,Student,Incomplete higher,Married,House / apartment,-18128,-4996,1,0,1,0,High skill tech staff,2
5014995,F,Y,N,1,27000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-9131,365243,1,0,0,0,Managers,2
5014996,F,Y,Y,0,79300.0,Commercial associate,Lower secondary,Married,House / apartment,-15665,-2027,1,0,1,0,Sales staff,2
5014997,F,Y,Y,1,31800.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-17948,365243,1,0,0,0,Sales staff,2
5014998,F,Y,N,0,99400.0,Working,Secondary / secondary special,Married,Co-op apartment,-12110,-121,1,1,0,0,Accountants,2
5014999,M,Y,Y,4,27000.0,Pensioner,Secondary / secondary special,Married,With parents,-14086,365243,1,0,1,0,Drivers,6
5015000,M,N,N,0,81800.0,Commercial associate,Higher education,Married,House / apartment,-10161,-2015,1,0,0,0,Laborers,2
5015001,F,N,Y,0,47300.0,Working,Higher education,Separated,House / apartment,-12319,-138,1,0,1,0,Laborers,1
5015002,M,Y,Y,1,76900.0,State servant,Higher education,Married,House / apartment,-23776,-491,1,1,0,0,Laborers,3
5015003,M,N,N,3,137100.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-24920,365243,1,0,1,1,High skill tech staff,4
5015004,F,N,N,1,163100.0,State servant,Secondary / secondary special,Married,House / apartment,-25074,-483,1,1,1,0,Sales staff,3
5015005,M,N,Y,0,73200.0,Commercial associate,Higher education,Separated,Co-op apartment,-20754,-2235,1,0,1,0,Laborers,1
5015006,F,N,N,0,67300.0,Working,Secondary / secondary special,Married,House / apartment,-15022,-1797,1,1,0,1,Sales staff,2
5015007,F,Y,N,2,50200.0,Working,Secondary / secondary special,Married,Co-op apartment,-17638,-732,1,0,0,0,Security staff,4
5015008,M,N,Y,0,68300.0,Working,Secondary / secondary special,Married,House / apartment,-23382,-1236,1,1,1,0,Core staff,2
5015009,F,N,Y,0,101900.0,Working,Higher education,Married,House / apartment,-21376,-7466,1,0,0,0,High skill tech staff,2
5015010,M,N,Y,2,40500.0,Working,Secondary / secondary special,Married,House / apartment,-8659,-24,1,1,1,0,Managers,4
5015011,M,N,Y,2,185000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17748,-527,1,0,0,0,Drivers,4
5015012,M,Y,Y,1,137900.0,Commercial associate,Higher education,Civil marriage,With parents,-23727,-1745,1,0,0,1,Drivers,3
5015013,M,Y,Y,4,108200.0,Working,Secondary / secondary special,Married,House / apartment,-15456,-8124,1,0,0,0,Managers,6
5015014,F,N,Y,0,108600.0,Commercial associate,Higher education,Married,House / apartment,-23082,-3041,1,0,1,0,Laborers,2
5015015,M,N,N,0,48700.0,Working,Lower secondary,Married,House / apartment,-23079,-3880,1,0,1,0,Drivers,2
5015016,M,N,N,1,144100.0,Commercial associate,Lower secondary,Married,House / apartment,-19438,-2620,1,0,1,0,Sales staff,3
5015017,M,Y,Y,1,66500.0,State servant,Secondary / secondary special,Married,Rented apartment,-12380,-38,1,1,0,0,Core staff,3
5015018,F,N,N,2,42800.0,Commercial associate,Secondary / secondary special,Civil marriage,Rented apartment,-22378,-1013,1,0,1,1,Cooking staff,4
5015019,F,N,Y,2,75800.0,Working,Secondary / secondary special,Married,With parents,-23805,-1651,1,0,0,0,Accountants,4
5015020,M,N,Y,0,43400.0,Working,Secondary / secondary special,Single / not married,Office apartment,-20831,-230,1,0,0,0,Core staff,1
5015021,M,Y,Y,0,36200.0,Pensioner,Secondary / secondary special,Married,House / apartment,-9232,365243,1,0,0,0,Managers,2
5015022,M,Y,N,0,125600.0,Commercial associate,Higher education,Married,House / apartment,-20641,-448,1,0,0,0,nan,2
5015023,M,N,N,1,72800.0,State servant,Higher education,Separated,House / apartment,-21961,-2263,1,0,1,0,Core staff,2
5015024,F,N,N,0,71900.0,Working,Higher education,Married,House / apartment,-10475,-219,1,0,1,0,nan,2
5015025,F,N,N,2,123700.0,Working,Secondary / secondary special,Married,Rented apartment,-8306,-1721,1,0,0,1,High skill tech staff,4
5015026,M,N,Y,0,27000.0,Working,Incomplete higher,Married,House / apartment,-23566,-1988,1,0,0,0,Drivers,2
5015027,M,N,N,0,78900.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-23133,365243,1,0,0,0,nan,2
5015028,M,Y,Y,0,97700.0,Commercial associate,Higher education,Married,With parents,-22530,-19,1,1,1,0,Sales staff,2
5015029,F,Y,Y,1,70900.0,Working,Higher education,Widow,House / apartment,-13518,-2433,1,1,0,0,Core staff,2
5015030,M,Y,N,0,71900.0,Working,Secondary / secondary special,Married,House / apartment,-8944,-2310,1,0,1,0,Sales staff,2
5015031,F,Y,N,1,121900.0,Commercial associate,Higher education,Married,House / apartment,-14599,-4066,1,1,0,0,Medicine staff,3
5015032,F,N,Y,0,46400.0,Student,Secondary / secondary special,Married,Municipal apartment,-19828,-264,1,0,1,0,Sales staff,2
5015033,M,N,Y,0,65800.0,Working,Higher education,Married,House / apartment,-13759,-7039,1,0,0,0,Laborers,2
5015034,F,Y,Y,0,68800.0,Working,Secondary / secondary special,Married,Co-op apartment,-16600,-804,1,1,1,0,High skill tech staff,2
5015035,F,N,Y,1,96200.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9197,-688,1,0,0,1,Core staff,2
5015036,F,N,Y,0,28400.0,Working,Lower secondary,Single / not married,House / apartment,-13869,-1035,1,0,1,0,Laborers,1
5015037,M,N,Y,2,87400.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11472,-1228,1,0,0,1,Core staff,4
5015038,M,Y,Y,0,91500.0,Working,Higher education,Civil marriage,House / apartment,-13220,-1867,1,0,1,1,Security staff,2
5015039,F,N,N,0,73200.0,Commercial associate,Secondary / secondary special,Single / not married,With parents,-13193,-1771,1,0,0,0,nan,1
5015040,F,Y,N,0,53600.0,State servant,Higher education,Married,House / apartment,-9713,-381,1,0,0,0,High skill tech staff,2
5015041,F,N,Y,0,68300.0,Working,Secondary / secondary special,Married,Office apartment,-21441,-652,1,0,0,0,Sales staff,2
5015042,F,N,N,1,36500.0,Pensioner,Higher education,Married,Rented apartment,-21873,365243,1,0,0,1,Managers,3
5015043,F,Y,N,1,68800.0,State servant,Higher education,Married,House / apartment,-14176,-599,1,0,0,0,Core staff,3
5015044,F,N,Y,2,59100.0,Working,Secondary / secondary special,Single / not married,House / apartment,-24146,-2708,1,1,0,0,Cooking staff,3
5015045,M,N,Y,0,147700.0,Working,Higher education,Married,House / apartment,-8398,-1970,1,0,1,0,High skill tech staff,2
5015046,F,N,Y,0,28500.0,Pensioner,Secondary / secondary special,Single / not married,Municipal apartment,-14002,365243,1,0,0,0,Laborers,1
5015047,F,N,Y,0,133100.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-24127,-3111,1,0,1,0,Sales staff,1
5015048,F,Y,Y,0,56100.0,Working,Secondary / secondary special,Married,House / apartment,-10168,-727,1,0,1,0,Managers,2
5015049,F,Y,Y,0,84700.0,Working,Secondary / secondary special,Married,House / apartment,-11546,-1254,1,1,0,0,Medicine staff,2
5015050,M,N,Y,3,122300.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-24485,-1151,1,0,0,0,nan,4
5015051,F,Y,N,1,145600.0,Working,Secondary / secondary special,Married,House / apartment,-13025,-6266,1,0,1,0,Laborers,3
5015052,F,N,Y,2,109100.0,Commercial associate,Higher education,Civil marriage,Rented apartment,-21138,-979,1,0,0,0,Security staff,4
5015053,M,Y,N,0,76500.0,Commercial associate,Incomplete higher,Married,House / apartment,-12480,-6165,1,0,0,0,Laborers,2
5015054,F,Y,Y,0,49000.0,Pensioner,Incomplete higher,Single / not married,House / apartment,-16017,365243,1,0,0,0,Core staff,1
5015055,M,N,N,0,216700.0,Commercial associate,Academic degree,Widow,House / apartment,-20465,-3258,1,0,0,0,Laborers,1
5015056,M,Y,Y,0,98400.0,Commercial associate,Secondary / secondary special,Married,Rented apartment,-13532,-2292,1,1,0,0,Laborers,2
5015057,M,N,N,1,50700.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15693,-1761,1,0,0,0,Laborers,3
5015058,M,N,N,0,61500.0,Working,Secondary / secondary special,Married,House / apartment,-16142,-11,1,0,0,0,Laborers,2
5015059,F,N,N,2,39500.0,Pensioner,Higher education,Married,House / apartment,-17295,365243,1,0,1,1,Cooking staff,4
5015060,F,N,N,4,127000.0,Commercial associate,Higher education,Single / not married,House / apartment,-13819,-49,1,0,1,0,Core staff,5
5015061,F,Y,Y,0,27400.0,Pensioner,Secondary / secondary special,Married,House / apartment,-15875,365243,1,1,1,0,Managers,2
5015062,F,N,N,1,37800.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,-10047,365243,1,0,0,0,Managers,3
5015063,M,N,Y,1,100600.0,Commercial associate,Higher education,Single / not married,House / apartment,-7895,-1167,1,0,1,0,nan,2
5015064,M,N,Y,0,64500.0,Working,Secondary / secondary special,Married,Rented apartment,-17192,-7,1,0,0,0,Sales staff,2
5015065,F,N,Y,2,80000.0,State servant,Higher education,Single / not married,With parents,-19962,-2813,1,0,1,0,Core staff,3
5015066,M,N,Y,0,78200.0,Working,Secondary / secondary special,Married,House / apartment,-20941,-4322,1,0,0,0,nan,2
5015067,F,N,Y,1,84600.0,State servant,Secondary / secondary special,Married,House / apartment,-23917,-2523,1,0,1,0,Drivers,3
5015068,F,N,N,0,48200.0,Working,Higher education,Married,With parents,-12846,-1963,1,0,1,1,Core staff,2
5015069,F,Y,Y,0,104700.0,Working,Higher education,Married,House / apartment,-24239,-1142,1,1,0,0,Core staff,2
5015070,F,Y,N,0,37400.0,Pensioner,Higher education,Civil marriage,House / apartment,-13895,365243,1,0,1,0,Laborers,2
5015071,M,N,Y,2,47300.0,Pensioner,Higher education,Married,House / apartment,-8822,365243,1,0,0,0,Drivers,4
5015072,M,Y,Y,0,27600.0,Pensioner,Secondary / secondary special,Married,House / apartment,-17976,365243,1,0,1,0,Accountants,2
5015073,F,Y,Y,0,74500.0,Working,Lower secondary,Married,House / apartment,-15903,-733,1,0,0,1,Managers,2
5015074,M,Y,N,0,51800.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23055,365243,1,0,0,0,Cooking staff,2
5015075,F,N,Y,0,92900.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,-15642,-1239,1,0,0,0,Managers,1
5015076,M,Y,Y,1,51500.0,Working,Academic degree,Married,House / apartment,-14620,-649,1,1,1,0,Sales staff,3
5015077,F,N,Y,1,127600.0,State servant,Secondary / secondary special,Married,With parents,-15421,-474,1,0,0,0,Core staff,3
5015078,F,Y,Y,2,118900.0,Commercial associate,Higher education,Married,House / apartment,-12017,-2616,1,1,1,1,Core staff,4
5015079,F,N,N,1,68700.0,Working,Lower secondary,Married,Municipal apartment,-23757,-492,1,0,0,0,Sales staff,3
5015080,M,N,Y,2,68400.0,Working,Secondary / secondary special,Married,House / apartment,-20423,-808,1,0,0,0,nan,4
5015081,M,N,Y,1,65600.0,Commercial associate,Lower secondary,Married,Rented apartment,-17012,-2694,1,1,0,0,Sales staff,3
5015082,F,Y,Y,3,35900.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-12421,365243,1,0,0,0,Managers,5
5015083,M,N,Y,0,140900.0,Working,Secondary / secondary special,Married,House / apartment,-23674,-350,1,1,0,1,Core staff,2
5015084,F,N,Y,0,40500.0,Pensioner,Incomplete higher,Married,With parents,-14645,365243,1,0,0,0,Laborers,2
5015085,F,N,Y,4,164900.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-20650,365243,1,0,1,0,High skill tech staff,6
5015086,F,N,Y,1,43400.0,Working,Secondary / secondary special,Married,Municipal apartment,-11797,-243,1,0,1,0,Drivers,3
5015087,F,N,Y,2,86300.0,Working,Secondary / secondary special,Married,Rented apartment,-10678,-4229,1,0,1,0,Laborers,4
5015088,M,N,Y,0,101200.0,Commercial associate,Incomplete higher,Married,House / apartment,-19606,-1664,1,0,1,1,Cooking staff,2
5015089,F,N,Y,2,48300.0,Pensioner,Secondary / secondary special,Single / not married,With parents,-16177,365243,1,0,1,0,Managers,3
5015090,F,N,Y,1,44700.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10869,-3827,1,1,1,0,Sales staff,3
5015091,F,N,Y,0,27000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-16240,365243,1,1,0,1,Medicine staff,2
5015092,F,N,Y,0,99800.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18494,-1674,1,0,0,0,Laborers,2
5015093,F,N,Y,0,57700.0,Commercial associate,Higher education,Married,With parents,-9178,-2106,1,0,0,0,Managers,2
5015094,M,Y,N,2,126000.0,Working,Higher education,Married,House / apartment,-10382,-2540,1,1,1,1,Drivers,4
5015095,M,N,Y,1,66100.0,Working,Higher education,Single / not married,Rented apartment,-12800,-583,1,0,1,0,Medicine staff,2
5015096,F,N,Y,2,102500.0,Commercial associate,Incomplete higher,Married,House / apartment,-24003,-477,1,1,1,1,Sales staff,4
5015097,M,N,Y,0,46700.0,Pensioner,Secondary / secondary special,Married,With parents,-14750,365243,1,0,1,0,Security staff,2
5015098,F,Y,Y,3,88700.0,Commercial associate,Secondary / secondary special,Married,With parents,-13068,-794,1,1,1,0,Accountants,5
5015099,F,N,N,0,181200.0,Commercial associate,Incomplete higher,Civil marriage,House / apartment,-15571,-1462,1,0,0,1,Medicine staff,2
5015100,M,N,Y,0,148900.0,Commercial associate,Higher education,Single / not married,Rented apartment,-19286,-1230,1,0,0,1,nan,1
5015101,M,Y,Y,0,78400.0,Working,Higher education,Single / not married,House / apartment,-9852,-618,1,1,0,0,Security staff,1
5015102,F,N,N,4,123900.0,Commercial associate,Lower secondary,Separated,House / apartment,-21403,-1184,1,0,1,0,Sales staff,5
5015103,M,Y,N,0,124000.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,-24472,-157,1,1,1,0,High skill tech staff,1
5015104,F,N,N,0,69900.0,Commercial associate,Higher education,Single / not married,Office apartment,-19394,-298,1,0,1,1,Cooking staff,1
5015105,F,N,N,0,45400.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,-11506,-3666,1,0,0,0,Managers,1
5015106,F,Y,N,0,61000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-17741,365243,1,0,0,0,High skill tech staff,2
5015107,F,Y,Y,2,128100.0,Working,Incomplete higher,Widow,House / apartment,-8477,-193,1,0,1,0,Laborers,3
5015108,M,N,Y,0,33800.0,Working,Higher education,Married,With parents,-24198,-977,1,0,0,0,Security staff,2
5015109,F,Y,Y,1,55700.0,Working,Secondary / secondary special,Married,Rented apartment,-25248,-5973,1,0,0,0,Medicine staff,3
5015110,M,N,Y,3,42600.0,Pensioner,Secondary / secondary special,Married,House / apartment,-8564,365243,1,1,0,0,Cooking staff,5
5015111,M,N,Y,0,47000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-17885,-321,1,0,1,0,Accountants,2
5015112,F,N,N,2,68500.0,Working,Higher education,Married,House / apartment,-11487,-129,1,0,0,0,Cooking staff,4
5015113,F,Y,Y,0,46500.0,State servant,Higher education,Married,House / apartment,-20885,-3043,1,0,1,1,Laborers,2
5015114,M,N,N,3,63300.0,Working,Secondary / secondary special,Married,House / apartment,-23889,-2410,1,1,1,0,Security staff,5
5015115,F,N,Y,0,100200.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-23064,-4492,1,0,0,0,nan,2
5015116,F,Y,Y,1,36000.0,Commercial associate,Higher education,Married,Municipal apartment,-19083,-3182,1,0,1,0,Security staff,3
5015117,M,Y,Y,1,57000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-13138,-6379,1,1,0,1,Drivers,3
5015118,M,Y,Y,0,137400.0,Working,Secondary / secondary special,Civil marriage,Rented apartment,-8880,-1489,1,1,1,0,nan,2
5015119,F,N,Y,0,63100.0,Commercial associate,Secondary / secondary special,Civil marriage,Municipal apartment,-19266,-399,1,1,1,0,Laborers,2
5015120,F,Y,N,0,27000.0,Working,Secondary / secondary special,Married,House / apartment,-23288,-314,1,1,1,0,Laborers,2
5015121,F,Y,Y,0,79000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-19987,-272,1,1,0,0,nan,1
5015122,F,N,Y,1,70700.0,Working,Secondary / secondary special,Married,Municipal apartment,-11162,-308,1,1,1,0,High skill tech staff,3
5015123,M,N,N,4,78200.0,Working,Higher education,Married,House / apartment,-18364,-2143,1,0,0,0,Laborers,6
5015124,F,N,Y,1,93800.0,Commercial associate,Higher education,Married,Co-op apartment,-22437,-1219,1,0,1,0,Sales staff,3
5015125,F,N,Y,0,129700.0,Working,Secondary / secondary special,Married,House / apartment,-14032,-3460,1,0,0,0,Accountants,2
5015126,F,Y,Y,0,66600.0,Commercial associate,Academic degree,Married,House / apartment,-13628,-791,1,0,1,0,Medicine staff,2
5015127,M,N,Y,0,70100.0,Working,Higher education,Married,With parents,-9473,-828,1,0,0,0,Laborers,2
5015128,M,Y,N,0,60200.0,Working,Secondary / secondary special,Married,House / apartment,-10499,-2087,1,0,0,0,Managers,2
5015129,M,N,N,4,99100.0,Working,Higher education,Civil marriage,Rented apartment,-22089,-5954,1,0,0,0,Medicine staff,6
5015130,F,N,N,2,103800.0,Working,Secondary / secondary special,Single / not married,House / apartment,-24362,-2055,1,0,0,0,nan,3
5015131,M,Y,Y,0,86500.0,Working,Higher education,Single / not married,House / apartment,-9188,-547,1,0,1,1,High skill tech staff,1
5015132,F,N,N,0,241000.0,Commercial associate,Incomplete higher,Married,House / apartment,-13810,-958,1,0,1,0,High skill tech staff,2
5015133,M,N,Y,1,61000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21557,365243,1,0,0,0,Managers,3
5015134,M,Y,Y,1,160800.0,Commercial associate,Higher education,Married,Rented apartment,-21608,-3630,1,0,0,0,Managers,3
5015135,F,N,Y,1,61400.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-22850,-324,1,0,0,1,Laborers,3
5015136,F,N,N,2,53400.0,Working,Higher education,Married,With parents,-17255,-609,1,1,0,0,Sales staff,4
5015137,F,N,N,0,222900.0,Commercial associate,Higher education,Married,Office apartment,-19119,-1863,1,0,1,0,Managers,2
5015138,M,N,Y,3,49700.0,Commercial associate,Higher education,Married,House / apartment,-10020,-3253,1,0,1,0,Core staff,5
5015139,F,N,N,0,103300.0,Working,Academic degree,Married,With parents,-15643,-156,1,0,0,0,Sales staff,2
5015140,M,Y,Y,0,137000.0,State servant,Higher education,Married,House / apartment,-11897,-1568,1,0,1,0,nan,2
5015141,M,Y,Y,2,124100.0,Working,Academic degree,Civil marriage,Municipal apartment,-16297,-1818,1,1,0,0,Laborers,4
5015142,F,N,N,0,35700.0,Working,Higher education,Civil marriage,Municipal apartment,-25378,-229,1,1,1,0,Core staff,2
5015143,M,Y,N,0,62500.0,Working,Higher education,Married,House / apartment,-23122,-1301,1,0,0,0,Drivers,2
5015144,M,N,N,0,62900.0,Pensioner,Incomplete higher,Married,House / apartment,-13598,365243,1,0,1,0,Core staff,2
5015145,F,Y,Y,1,107200.0,State servant,Secondary / secondary special,Widow,Rented apartment,-10112,-2806,1,0,0,0,High skill tech staff,2
5015146,F,Y,N,0,76500.0,State servant,Secondary / secondary special,Civil marriage,Municipal apartment,-25008,-193,1,0,0,0,Core staff,2
5015147,F,Y,Y,0,66800.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13664,-3,1,0,0,0,High skill tech staff,2
5015148,M,N,N,0,80800.0,Commercial associate,Higher education,Married,House / apartment,-14605,-3304,1,0,0,0,Security staff,2
5015149,M,N,Y,2,55400.0,Working,Secondary / secondary special,Married,House / apartment,-17468,-1452,1,0,0,0,High skill tech staff,4
5015150,M,Y,N,0,41800.0,Working,Secondary / secondary special,Single / not married,With parents,-23830,-2764,1,0,1,0,Laborers,1
5015151,F,N,Y,1,41500.0,Pensioner,Higher education,Married,House / apartment,-11036,365243,1,1,1,1,Medicine staff,3
5015152,F,Y,N,0,168100.0,Working,Lower secondary,Married,House / apartment,-9607,-197,1,0,0,1,Core staff,2
5015153,F,N,Y,1,64500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-25104,-419,1,1,0,0,High skill tech staff,2
5015154,M,Y,Y,0,37000.0,Working,Higher education,Civil marriage,Municipal apartment,-19228,-2235,1,1,1,0,High skill tech staff,2
5015155,F,N,Y,1,62200.0,Working,Secondary / secondary special,Married,House / apartment,-10336,-411,1,0,1,0,Medicine staff,3
5015156,M,N,N,1,159200.0,Working,Incomplete higher,Married,Office apartment,-23623,-1180,1,0,0,0,Managers,3
5015157,F,N,Y,0,35700.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-23670,-3725,1,0,0,0,Sales staff,2
5015158,F,Y,Y,2,73100.0,Working,Secondary / secondary special,Married,House / apartment,-14533,-690,1,0,0,0,Managers,4
5015159,F,N,N,2,101900.0,Working,Lower secondary,Civil marriage,House / apartment,-14450,-939,1,1,0,0,Drivers,4
5015160,F,N,N,0,43800.0,Working,Secondary / secondary special,Married,House / apartment,-15511,-1017,1,1,1,1,Security staff,2
5015161,F,N,Y,1,51800.0,Pensioner,Secondary / secondary special,Separated,Rented apartment,-20343,365243,1,1,0,0,Core staff,2
5015162,F,Y,Y,1,60600.0,Commercial associate,Higher education,Married,With parents,-17790,-970,1,0,0,0,Security staff,3
5015163,F,Y,Y,0,52700.0,Commercial associate,Secondary / secondary special,Married,Rented apartment,-19420,-899,1,1,0,0,Sales staff,2
5015164,M,N,N,0,121000.0,Commercial associate,Secondary / secondary special,Married,Office apartment,-9599,-1810,1,0,1,0,Accountants,2
5015165,F,Y,N,3,166100.0,Working,Lower secondary,Civil marriage,House / apartment,-11684,-1760,1,0,1,1,Sales staff,5
5015166,M,Y,N,1,39900.0,Pensioner,Higher education,Married,Office apartment,-19491,365243,1,0,0,0,Accountants,3
5015167,F,Y,Y,3,99700.0,State servant,Higher education,Married,House / apartment,-19967,-2066,1,0,0,0,Medicine staff,5
5015168,F,N,N,1,90900.0,Working,Higher education,Married,With parents,-11843,-967,1,0,1,0,Drivers,3
5015169,F,Y,Y,0,79100.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-20927,-1232,1,0,1,1,Drivers,2
5015170,M,N,Y,0,67100.0,Commercial associate,Higher education,Married,House / apartment,-20726,-873,1,0,0,0,Accountants,2
5015171,M,N,N,1,46400.0,Working,Incomplete higher,Married,House / apartment,-8441,-1869,1,0,0,0,High skill tech staff,3
5015172,F,Y,Y,1,53600.0,State servant,Lower secondary,Married,With parents,-20533,-1628,1,0,1,1,Accountants,3
5015173,F,N,Y,0,84300.0,Commercial associate,Secondary / secondary special,Married,Rented apartment,-21548,-9789,1,0,0,0,Security staff,2
5015174,F,Y,N,1,60600.0,Working,Higher education,Married,House / apartment,-17706,-1786,1,0,1,0,Core staff,3
5015175,M,N,Y,2,43600.0,Working,Secondary / secondary special,Married,Municipal apartment,-11337,-4930,1,1,0,0,Core staff,4
5015176,F,N,Y,1,83400.0,Commercial associate,Academic degree,Single / not married,Municipal apartment,-13466,-2007,1,0,0,0,nan,2
5015177,F,N,N,0,54900.0,Working,Higher education,Single / not married,House / apartment,-8415,-2037,1,0,1,0,Security staff,1
5015178,M,Y,N,0,61100.0,Pensioner,Secondary / secondary special,Single / not married,Municipal apartment,-15529,365243,1,0,0,0,Drivers,1
5015179,M,N,N,3,61300.0,Working,Secondary / secondary special,Married,House / apartment,-25289,-267,1,0,1,1,Laborers,5
5015180,F,N,Y,2,112200.0,State servant,Academic degree,Single / not married,With parents,-12849,-334,1,0,1,0,Security staff,3
5015181,F,N,Y,0,81100.0,Working,Higher education,Married,House / apartment,-20098,-3239,1,0,1,1,Medicine staff,2
5015182,F,N,Y,2,73100.0,Commercial associate,Higher education,Civil marriage,House / apartment,-14736,-2380,1,0,0,1,nan,4
5015183,F,Y,N,0,67900.0,Working,Secondary / secondary special,Married,Rented apartment,-23268,-1109,1,0,0,0,Laborers,2
5015184,F,N,Y,0,68800.0,Working,Secondary / secondary special,Married,House / apartment,-8908,-1163,1,0,1,1,Laborers,2
5015185,F,Y,N,0,98500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-17982,-2398,1,0,0,1,Managers,1
5015186,M,Y,Y,0,86000.0,Working,Higher education,Married,Rented apartment,-14680,-1814,1,0,1,0,Security staff,2
5015187,M,N,Y,2,59700.0,Working,Secondary / secondary special,Widow,House / apartment,-18099,-521,1,0,0,0,nan,3
5015188,F,N,N,1,65700.0,Working,Secondary / secondary special,Single / not married,Rented apartment,-12581,-4627,1,0,1,0,Sales staff,2
5015189,F,N,N,0,77000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-7700,-1169,1,0,1,0,Laborers,1
5015190,F,Y,N,2,27000.0,Working,Incomplete higher,Single / not married,House / apartment,-14095,-2552,1,0,0,0,Core staff,3
5015191,F,Y,N,2,61000.0,Pensioner,Academic degree,Married,House / apartment,-13834,365243,1,1,1,1,Cooking staff,4
5015192,M,N,N,0,47600.0,Working,Secondary / secondary special,Married,With parents,-13124,-6408,1,0,1,0,Managers,2
5015193,F,N,N,1,64200.0,Working,Secondary / secondary special,Single / not married,With parents,-16716,-301,1,0,0,0,Security staff,2
5015194,M,Y,N,1,53900.0,Working,Secondary / secondary special,Married,House / apartment,-12199,-2746,1,0,0,0,Managers,3
5015195,M,N,N,1,66600.0,Pensioner,Higher education,Single / not married,With parents,-19665,365243,1,0,0,0,Laborers,2
5015196,F,Y,N,1,75400.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-16268,365243,1,0,1,0,Drivers,3
5015197,F,N,Y,0,86900.0,Commercial associate,Higher education,Married,House / apartment,-19753,-1969,1,1,1,0,Managers,2
5015198,F,N,Y,0,45500.0,Pensioner,Higher education,Married,House / apartment,-11515,365243,1,0,0,0,Managers,2
5015199,M,N,Y,2,46700.0,Pensioner,Secondary / secondary special,Separated,Rented apartment,-21014,365243,1,0,1,0,nan,3
5015200,F,Y,Y,2,72600.0,Working,Secondary / secondary special,Married,House / apartment,-24804,-113,1,0,0,0,Managers,4
